l1_weight,edge_idx,x_eval,activation
0.001,0,0.7085427045822144,-1.1159964799880981
0.001,1,0.7085427045822144,0.9348162412643433
0.001,0,0.7185929417610168,-1.1227554082870483
0.001,1,0.7185929417610168,0.9348189830780029
0.001,0,0.7286432385444641,-1.1296827793121338
0.001,1,0.7286432385444641,0.9348554611206055
0.001,0,0.7386934757232666,-1.1367778778076172
0.001,1,0.7386934757232666,0.9349336624145508
0.001,0,0.7487437129020691,-1.1440391540527344
0.001,1,0.7487437129020691,0.9350616931915283
0.001,0,0.7587939500808716,-1.1514617204666138
0.001,1,0.7587939500808716,0.9352458715438843
0.001,0,0.7688442468643188,-1.159022569656372
0.001,1,0.7688442468643188,0.9354835152626038
0.001,0,0.7788944840431213,-1.1666914224624634
0.001,1,0.7788944840431213,0.9357684850692749
0.001,0,0.7889447212219238,-1.1744378805160522
0.001,1,0.7889447212219238,0.9360945224761963
0.001,0,0.7989949584007263,-1.1822317838668823
0.001,1,0.7989949584007263,0.9364557266235352
0.001,0,0.8090452551841736,-1.1900432109832764
0.001,1,0.8090452551841736,0.9368458986282349
0.001,0,0.8190954923629761,-1.1978415250778198
0.001,1,0.8190954923629761,0.9372589588165283
0.001,0,0.8291457295417786,-1.2055968046188354
0.001,1,0.8291457295417786,0.9376887083053589
0.001,0,0.839195966720581,-1.2132785320281982
0.001,1,0.839195966720581,0.938129186630249
0.001,0,0.8492462038993835,-1.2208565473556519
0.001,1,0.8492462038993835,0.9385740756988525
0.001,0,0.8592965006828308,-1.2283010482788086
0.001,1,0.8592965006828308,0.9390174150466919
0.001,0,0.8693467378616333,-1.235581398010254
0.001,1,0.8693467378616333,0.9394531846046448
0.001,0,0.8793969750404358,-1.2426674365997314
0.001,1,0.8793969750404358,0.9398750066757202
0.001,0,0.8894472122192383,-1.2495291233062744
0.001,1,0.8894472122192383,0.9402769804000854
0.001,0,0.8994975090026855,-1.2561358213424683
0.001,1,0.8994975090026855,0.9406530261039734
